,a,b
145,316.14,292.85
146,288.77,305.14
147,296.11,302.58
148,303.32,295.03
149,311.35,305.05
150,305.11,309.39
151,304.14,293.25
152,313.45,294.69
153,304.94,291.3
154,297.63,288.45
155,300.57,307.97
156,292.93,305.1
157,305.47,303.39
158,309.43,288.28
159,270.2,289.54
160,312.18,299.32
161,299.43,295.87
162,304.61,301.2
163,306.62,293.01
164,277.05,306.54
165,288.04,317.99
166,296.67,315.47
167,292.09,316.1
168,302.74,300.71
169,294.85,309.22
170,282.89,296.23
171,306.12,309.2
172,311.0,296.22
173,305.64,295.11
174,292.87,293.56
175,297.39,306.99
176,305.48,302.75
177,306.03,301.86
178,310.07,288.6
179,297.06,301.42
180,285.79,285.59
181,293.21,314.77
182,305.34,298.68
183,307.44,301.94
184,322.25,298.95
185,301.17,284.16
186,302.45,286.28
187,298.23,299.72
188,295.94,314.92
189,307.82,288.85
190,303.53,292.95
191,297.93,299.53
192,289.2,283.13
193,298.77,283.03
194,296.09,295.89
195,312.55,299.55
196,309.47,296.09
197,289.78,315.34
198,311.67,298.36
199,294.28,303.6
200,301.33,315.98
201,312.03,317.04
202,289.75,284.1
203,301.6,296.23
204,288.7,311.63
205,280.59,286.21
206,309.87,290.76
207,300.28,287.02
208,291.78,286.38
209,284.13,288.66
210,295.99,301.77
211,313.42,312.69
212,304.02,315.28
213,296.27,300.12
214,293.28,280.29
215,301.06,299.43
216,284.53,296.61
217,313.45,303.52
218,305.03,298.72
219,311.94,282.04
220,294.36,304.13
221,308.55,279.32
222,306.88,293.1
223,284.67,303.12
224,301.49,303.5
225,303.15,315.71
226,294.25,276.38
227,296.4,303.4
228,304.36,306.89
229,299.62,296.73
230,289.95,306.38
231,305.91,288.98
232,302.28,306.57
233,302.49,305.38
234,300.96,290.18
235,304.49,293.33
236,297.14,298.1
237,291.37,293.44
238,292.58,310.44
239,311.06,301.75
240,279.82,313.15
241,305.41,311.75
242,285.58,300.61
243,283.91,298.07
244,289.93,290.53
245,297.42,291.95
246,307.31,291.99
247,283.02,303.48
248,316.74,291.16
249,311.64,300.79
250,298.67,301.93
251,297.1,295.04
252,290.46,298.14
253,305.88,314.45
254,300.69,316.12
255,314.12,292.17
256,293.14,298.05
257,305.48,296.28
258,299.64,297.24
259,291.53,315.35
260,319.02,306.86
261,302.8,312.6
262,306.2,317.77
263,289.31,295.6
264,292.77,298.13
265,300.84,300.4
266,294.16,310.26
267,306.02,299.09
268,304.38,306.46
269,292.18,311.68
270,301.93,311.63
271,300.04,304.47
272,298.36,292.11
273,288.51,284.46
274,291.64,311.22
275,302.1,304.57
276,310.14,290.63
277,290.3,294.95
278,312.17,295.51
279,301.83,283.25
280,287.3,302.52
281,303.23,292.13
282,308.86,297.06
283,302.64,307.4
284,323.19,299.04
285,303.09,305.43
286,308.93,304.22
287,300.11,300.32
288,309.8,300.49
289,276.04,318.62
290,291.42,298.29
291,296.36,316.28
292,305.04,290.86
293,301.88,307.29
294,310.85,301.71
295,303.57,292.71
296,302.07,273.53
297,298.55,315.95
298,301.64,288.45
299,308.3,290.37
300,307.55,301.3
301,308.79,300.57
302,297.6,302.79
303,293.05,297.46
304,295.29,285.0
305,303.49,308.67
306,316.11,290.95
307,302.39,302.23
308,304.85,305.74
309,283.41,311.82
310,326.8,297.82
311,288.96,296.95
312,318.18,297.67
313,294.44,281.51
314,309.58,292.45
315,308.15,289.96
316,300.64,288.5
317,298.34,301.68
318,290.59,296.89
319,299.46,315.96
320,311.01,314.89
321,303.72,281.18
322,291.17,301.23
323,311.58,289.99
324,287.96,305.56
325,302.1,301.58
326,291.09,309.31
327,292.17,303.11
328,310.8,307.61
329,295.37,297.01
330,284.85,274.92
331,294.61,288.15
332,307.57,291.45
333,292.71,295.1
334,312.15,289.88
335,310.08,316.33
336,300.73,298.32
337,311.74,312.96
338,318.63,296.62
339,280.16,316.54
340,311.57,288.0
341,306.09,306.0
342,296.77,286.7
343,306.64,304.42
344,303.97,315.87
345,294.24,283.66
346,314.88,291.28
347,301.4,302.45
348,311.88,298.14
349,297.54,286.31
350,283.64,311.57
351,302.45,300.52
352,297.65,312.94
353,287.39,303.19
354,283.08,288.47
355,306.16,295.19
356,312.7,313.82
357,313.97,286.14
358,305.34,295.34
359,300.04,306.01
360,301.89,310.15
361,300.45,308.27
362,307.95,285.26
363,295.07,320.86
364,287.38,298.35
365,297.81,300.12
366,301.97,299.97
367,297.45,297.68
368,300.26,290.33
369,322.01,296.73
370,308.84,313.22
371,286.13,286.38
372,306.54,275.68
373,278.23,305.35
374,306.19,303.38
375,304.77,307.28
376,300.26,317.27
377,290.3,292.75
378,290.16,301.77
379,304.13,305.03
380,293.86,312.32
381,308.37,310.26
382,293.76,291.57
383,296.37,286.22
384,307.59,297.27
385,299.66,283.87
386,298.34,311.1
387,302.7,296.05
388,303.75,296.44
389,299.16,291.1
390,302.26,315.24
391,298.84,302.88
392,304.12,295.88
393,302.88,306.11
394,305.04,299.15
395,308.04,305.93
396,289.69,313.19
397,286.42,297.35
398,297.33,305.12
399,298.29,304.78
400,304.62,311.34
401,287.8,305.94
402,301.93,300.32
403,304.35,293.57
404,283.65,302.95
405,304.35,289.54
406,313.98,306.54
407,301.25,300.59
408,291.09,305.49
409,294.23,294.8
410,299.25,291.98
411,294.78,290.86
412,267.96,311.07
413,314.63,297.81
414,295.33,297.7
415,298.21,282.1
416,309.25,299.43
417,302.35,265.4
418,295.11,313.62
419,299.07,297.58
420,305.35,300.21
421,305.51,285.71
422,298.08,289.04
423,307.95,306.05
424,307.85,297.91
425,295.12,304.29
426,289.94,312.71
427,303.28,306.63
428,305.79,281.01
429,295.4,290.16
430,295.64,288.64
431,305.36,290.9
432,301.57,279.2
433,313.59,279.48
434,305.15,292.56
435,323.84,294.02
436,305.29,305.16
437,291.04,296.75
438,298.02,314.21
439,299.05,281.73
440,283.2,286.08
441,306.77,302.49
442,300.61,297.26
443,299.77,290.1
444,294.47,307.68
445,288.94,310.87
446,297.83,313.09
447,291.25,295.99
448,300.11,299.91
449,290.94,302.26
450,285.84,300.55
451,300.95,310.18
452,301.94,295.07
453,305.43,303.68
454,300.56,277.87
455,314.66,307.53
456,293.64,316.37
457,311.1,299.71
458,290.07,310.35
459,293.18,283.36
460,295.91,296.65
461,297.53,284.56
462,315.28,303.17
463,293.51,305.21
464,287.31,286.27
465,307.55,291.51
466,299.76,294.13
467,284.42,324.21
468,303.46,299.25
469,309.42,301.19
470,296.15,303.59
471,315.6,302.96
472,315.45,297.59
473,293.08,286.67
474,308.65,293.19
475,279.02,316.33
476,301.7,302.55
477,292.42,296.26
478,309.68,286.45
479,291.25,299.43
480,310.28,300.3
481,291.97,293.46
482,295.72,308.9
483,292.45,294.1
484,302.2,298.3
485,286.27,308.41
486,306.47,302.23
487,293.26,311.22
488,322.42,297.69
489,297.54,295.66
490,292.36,304.67
491,304.81,302.14
492,291.68,311.85
493,305.93,304.05
494,295.51,299.73
495,304.88,304.49
496,300.56,306.55
497,305.46,288.79
498,293.17,298.57
499,293.41,296.65
500,314.39,312.0
501,313.82,295.15
502,309.21,310.64
503,294.27,287.35
504,312.75,299.44
505,296.71,310.67
506,298.54,297.39
507,310.58,311.53
508,298.89,279.73
509,299.61,300.27
510,296.78,301.61
511,293.34,298.74
512,292.95,284.92
513,296.46,306.66
514,301.52,276.7
515,296.96,309.49
516,288.21,302.92
517,298.51,309.87
518,297.75,297.46
519,300.7,288.89
520,304.52,294.84
521,302.94,295.36
522,291.72,305.99
523,291.72,296.89
524,295.07,304.15
525,292.48,304.85
526,284.12,314.23
527,295.31,280.15
528,285.69,295.99
529,287.37,306.92
530,287.6,306.96
531,289.47,294.47
532,288.68,297.44
533,290.89,299.16
534,297.4,301.42
535,308.15,294.49
536,286.53,293.7
537,310.6,288.96
538,305.25,296.35
539,305.33,314.02
540,297.46,290.68
541,301.92,309.8
542,305.63,319.57
543,306.27,302.24
544,296.6,323.8
545,307.37,298.84
546,312.03,316.92
547,309.71,299.81
548,307.04,288.18
549,293.95,303.78
550,300.05,319.17
551,301.47,294.45
552,295.37,305.15
553,302.19,290.41
554,301.69,291.53
555,299.5,304.93
556,298.5,298.55
557,299.65,306.05
558,300.34,313.14
559,296.33,288.64
560,295.76,293.57
561,299.49,300.9
562,288.76,323.62
563,281.43,297.24
564,297.83,295.67
565,288.21,304.89
566,316.45,321.61
567,307.23,294.75
568,312.48,297.53
569,307.33,301.02
570,296.79,308.18
571,305.01,322.45
572,305.2,288.2
573,286.22,284.06
574,307.85,302.27
575,291.04,306.07
576,288.22,278.44
577,307.41,294.63
578,294.27,310.39
579,290.39,295.54
580,311.88,305.66
581,282.34,302.58
582,292.3,307.37
583,311.24,305.21
584,326.72,303.5
585,300.64,313.36
586,309.13,295.31
587,290.03,302.17
588,320.75,312.24
589,294.1,295.37
590,271.84,297.27
591,301.1,293.47
592,301.43,291.61
593,292.16,321.24
594,302.58,305.73
595,313.13,319.8
596,286.51,308.36
597,305.0,301.82
598,290.15,298.24
599,314.86,303.7
600,305.71,300.62
601,294.87,310.17
602,302.76,292.34
603,296.11,302.74
604,306.49,305.68
605,299.76,298.75
606,313.08,298.74
607,326.63,306.55
608,303.43,306.65
609,308.73,300.02
610,303.77,300.91
611,294.93,295.49
612,304.83,306.6
613,309.77,299.83
614,308.47,285.36
615,301.57,297.89
616,298.45,307.11
617,318.3,303.77
618,309.29,292.07
619,313.83,308.25
620,293.48,306.93
621,314.23,306.94
622,285.41,316.07
623,304.78,297.5
624,300.29,306.81
625,301.62,298.21
626,295.89,310.6
627,309.31,312.31
628,305.38,305.58
629,301.95,308.12
630,320.66,292.56
631,310.42,306.86
632,301.83,288.74
633,299.89,322.19
634,280.13,312.08
635,293.59,285.24
636,295.19,273.9
637,291.89,313.44
638,298.91,291.86
639,318.21,305.81
640,305.14,287.37
641,297.65,301.02
642,289.14,293.84
643,309.52,306.25
644,297.7,296.91
645,318.7,315.09
646,301.58,292.65
647,314.34,313.0
648,304.73,300.03
649,300.76,305.39
650,301.26,284.26
651,306.26,282.65
652,299.73,310.66
653,284.33,287.87
654,281.15,296.74
655,292.82,296.92
656,291.82,291.11
657,302.09,302.13
658,298.69,286.01
659,304.93,288.21
660,297.77,309.31
661,305.62,292.05
662,303.38,307.49
663,311.04,306.69
664,291.0,315.23
665,280.99,304.6
666,293.79,281.74
667,307.28,293.55
668,293.42,295.93
669,295.21,312.32
670,287.11,303.48
671,290.26,295.15
672,298.06,304.37
673,282.53,296.45
674,298.49,305.5
675,300.18,301.54
676,298.02,311.09
677,301.25,303.35
678,293.36,309.96
679,312.82,299.89
680,307.92,307.12
681,292.09,298.48
682,299.23,306.44
683,293.36,302.24
684,312.72,298.76
685,298.8,295.81
686,287.99,297.26
687,308.46,304.74
688,306.11,277.08
689,297.96,312.41
690,294.76,276.33
691,295.81,298.1
692,299.38,296.7
693,289.41,307.39
694,318.05,302.36
695,299.26,299.57
696,322.05,300.84
697,295.48,309.46
698,297.91,323.41
699,297.05,303.77
700,309.06,279.41
701,309.99,295.81
702,303.15,304.2
703,311.38,333.15
704,311.58,292.35
705,310.0,296.28
706,295.84,305.59
707,288.56,303.23
708,283.74,286.76
709,285.41,309.47
710,296.84,286.84
711,287.11,297.33
712,298.92,313.25
713,314.93,286.81
714,298.44,296.56
715,281.08,316.7
716,308.4,297.39
717,297.75,289.51
718,295.01,294.18
719,297.29,308.36
720,286.75,284.31
721,300.19,293.67
722,307.55,285.41
723,289.75,288.42
724,305.7,312.87
725,306.09,299.16
726,294.32,295.6
727,310.09,304.25
728,288.41,292.84
729,304.4,287.94
730,298.56,311.47
731,299.18,308.78
732,303.89,291.52
733,302.14,307.04
734,280.37,314.6
735,287.03,304.91
736,289.19,305.0
737,297.64,287.56
738,307.8,298.65
739,310.59,281.25
740,306.72,311.15
741,301.75,298.25
742,290.3,313.26
743,311.81,292.22
744,301.06,308.77
745,287.62,284.06
746,293.8,295.91
747,312.18,305.47
748,314.34,303.56
749,290.64,299.39
750,321.08,283.42
751,309.12,313.28
752,305.68,306.62
753,288.31,311.45
754,321.52,311.32
755,299.47,296.2
756,292.48,303.93
757,295.66,326.63
758,298.95,291.55
759,290.1,304.08
760,306.14,294.33
761,298.83,317.62
762,282.68,301.73
763,291.26,289.49
764,288.65,293.88
765,291.92,285.77
766,294.5,276.96
767,301.87,272.58
768,297.05,292.62
769,298.13,288.54
770,292.51,301.48
771,306.87,291.61
772,297.23,302.24
773,319.9,317.88
774,291.06,288.06
775,299.59,287.71
776,313.0,309.91
777,288.54,323.7
778,290.49,291.12
779,288.84,282.86
780,298.7,297.02
781,297.07,295.86
782,302.14,307.16
783,311.18,289.21
784,288.44,297.3
785,296.15,296.81
786,303.99,283.98
787,274.89,284.04
788,294.73,304.47
789,295.44,305.49
790,293.95,291.89
791,302.84,315.81
792,310.97,309.43
793,294.61,304.66
794,321.96,306.14
795,292.97,303.5
796,299.39,307.28
797,302.17,308.73
798,284.75,300.65
799,304.58,279.11
800,300.21,298.3
801,301.56,291.47
802,310.38,287.86
803,300.46,306.0
804,311.07,281.82
805,286.62,308.38
806,297.46,293.42
807,312.55,287.43
808,299.19,291.06
809,287.79,323.68
810,288.44,314.91
811,292.43,297.03
812,286.88,310.77
813,304.95,318.04
814,271.85,291.03
815,291.79,296.99
816,286.09,309.27
817,286.27,304.0
818,294.3,296.11
819,287.65,316.49
820,304.78,305.1
821,292.11,307.99
822,294.48,324.32
823,308.38,304.91
824,302.73,326.93
825,301.26,303.04
826,299.74,298.28
827,288.76,301.24
828,303.02,308.84
829,321.19,306.62
830,297.37,303.73
831,289.97,284.75
832,284.82,288.8
833,280.78,297.19
834,296.57,307.35
835,294.6,314.68
836,310.45,275.37
837,299.2,298.37
838,306.61,295.19
839,306.23,298.75
840,311.99,302.01
841,296.91,291.13
842,309.7,286.32
843,304.51,310.2
844,289.37,307.53
845,289.75,295.58
846,304.2,298.6
847,296.85,292.76
848,277.89,285.43
849,302.57,306.46
850,302.61,293.0
851,301.98,288.37
852,315.26,293.67
853,296.02,316.57
854,284.64,304.35
855,306.34,302.23
856,301.55,300.75
857,306.01,308.63
858,306.47,307.31
859,301.5,286.48
860,294.49,297.35
861,299.34,293.16
862,298.42,301.98
863,295.44,299.14
864,301.57,279.35
865,298.8,311.51
866,300.49,302.42
867,289.1,282.01
868,297.14,311.41
869,288.53,300.97
870,289.42,304.53
871,313.77,299.99
872,289.83,301.32
873,304.86,294.49
874,283.16,282.63
875,298.96,293.29
876,310.43,301.43
877,307.85,299.96
878,292.59,306.2
879,307.94,298.56
880,296.28,276.6
881,290.33,306.97
882,287.92,291.22
883,279.92,285.75
884,304.69,296.15
885,307.76,285.49
886,316.71,303.05
887,296.49,289.93
888,296.72,319.12
889,294.41,296.78
890,303.12,293.64
891,301.57,292.63
892,284.95,277.28
893,304.77,290.42
894,305.71,291.54
895,302.54,295.89
896,297.59,276.64
897,280.83,299.68
898,301.01,312.4
899,298.93,294.93
900,295.34,298.77
901,300.68,303.67
902,297.76,291.19
903,300.72,294.89
904,298.83,309.09
905,295.3,301.35
906,288.91,286.94
907,287.62,281.29
908,303.41,322.77
909,299.63,304.05
910,304.07,283.39
911,304.37,301.15
912,298.71,306.5
913,319.16,300.83
914,294.98,280.54
915,300.68,318.12
916,294.92,305.8
917,296.41,297.73
918,289.66,306.69
919,306.8,297.48
920,294.7,296.37
921,306.56,308.87
922,310.64,279.65
923,299.79,310.04
924,294.69,303.92
925,303.1,307.62
926,305.65,309.21
927,306.49,315.78
928,286.72,314.65
929,315.05,309.0
930,291.21,296.08
931,286.2,307.06
932,306.15,295.2
933,296.55,290.36
934,301.09,304.77
935,302.15,303.8
936,317.2,312.3
937,301.49,278.4
938,304.7,306.3
939,296.61,307.06
940,292.95,301.4
941,308.62,315.35
942,305.88,291.39
943,315.75,303.74
944,292.29,296.53
945,303.71,300.18
946,307.71,290.48
947,283.31,298.93
948,287.26,307.2
949,304.92,301.58
950,302.32,303.88
951,293.61,292.58
952,309.11,316.52
953,291.05,293.3
954,285.59,300.59
955,300.85,306.37
956,301.32,298.55
957,309.46,308.1
958,302.24,302.37
959,308.34,317.72
960,290.31,306.01
961,308.64,304.45
962,289.56,292.21
963,310.28,305.11
964,298.03,310.6
965,299.92,304.62
966,295.86,290.95
967,298.71,294.84
968,296.81,298.02
969,285.39,300.57
970,291.72,286.31
971,293.75,319.32
972,302.67,299.32
973,305.26,301.47
974,296.92,295.84
975,303.84,299.87
976,304.51,319.72
977,296.91,290.68
978,275.66,295.01
979,300.35,289.77
980,314.54,294.67
981,294.6,315.7
982,307.4,293.85
983,292.92,295.59
984,293.42,281.92
985,321.11,296.55
986,299.27,302.49
987,290.58,295.25
988,311.45,296.17
989,303.11,308.26
990,303.92,305.52
991,281.05,299.15
992,296.58,292.3
993,300.7,285.01
994,298.4,317.16
995,289.86,284.6
996,296.68,306.72
997,314.41,298.22
998,296.1,292.81
999,306.42,309.12
1000,315.13,292.75
1001,298.58,312.92
1002,298.61,289.85
1003,311.76,305.19
1004,311.84,313.08
1005,306.83,290.48
1006,287.85,321.35
1007,305.32,308.85
1008,302.45,277.99
1009,302.52,314.22
1010,317.44,319.45
1011,290.42,297.61
1012,318.25,298.29
1013,283.2,303.98
1014,288.86,281.13
1015,300.59,301.8
1016,296.84,309.63
1017,304.7,294.7
1018,307.76,311.43
1019,289.35,322.43
1020,298.17,280.5
1021,302.11,282.03
1022,286.67,293.11
1023,297.92,306.58
1024,299.92,304.06
1025,303.65,290.98
1026,296.0,288.78
1027,311.33,292.83
1028,299.01,317.28
1029,297.89,290.61
1030,284.2,294.36
1031,290.7,309.79
1032,294.02,297.48
1033,285.67,290.2
1034,295.33,314.61
1035,291.06,303.58
1036,266.82,293.31
1037,308.95,296.37
1038,312.0,309.61
1039,303.82,296.59
1040,300.9,302.88
1041,299.63,309.25
1042,276.67,310.34
1043,299.33,281.82
1044,285.47,295.43
1045,290.29,296.99
1046,286.02,301.4
1047,300.86,308.14
1048,326.51,312.15
1049,295.15,295.86
1050,313.7,289.31
1051,304.55,302.39
1052,315.79,294.45
1053,311.96,317.87
1054,281.61,304.1
1055,311.09,301.07
1056,305.48,310.53
1057,288.48,293.92
1058,304.1,297.09
1059,285.72,298.77
1060,301.96,307.1
1061,311.58,313.63
1062,302.39,308.48
1063,287.93,308.17
1064,297.02,298.31
1065,303.48,304.32
1066,308.18,298.25
1067,302.01,312.19
1068,296.34,294.27
1069,294.46,299.85
1070,304.82,302.99
1071,316.35,308.46
1072,307.02,293.28
1073,293.57,298.26
1074,312.41,292.31
1075,299.03,287.09
1076,314.95,311.48
1077,299.25,305.17
1078,310.94,285.49
1079,296.9,290.75
1080,298.55,306.12
1081,314.41,294.44
1082,287.26,289.96
1083,302.4,313.07
1084,294.29,295.64
1085,302.9,296.78
1086,301.22,306.14
1087,323.18,293.34
1088,303.53,300.68
1089,287.87,302.08
1090,295.95,307.91
1091,307.17,293.01
1092,296.91,311.3
1093,307.18,303.85
1094,313.73,318.42
1095,309.75,302.63
1096,288.94,295.05
1097,294.29,295.03
1098,300.87,289.02
1099,282.2,300.3
1100,307.16,299.68
1101,297.37,309.3
1102,298.26,301.15
1103,303.54,291.83
1104,294.13,310.57
1105,315.12,295.93
1106,307.55,302.94
1107,286.87,314.89
1108,300.55,313.01
1109,294.65,292.87
1110,308.06,299.05
1111,307.5,313.66
1112,313.79,310.07
1113,295.28,305.62
1114,297.25,309.07
1115,302.39,278.45
1116,303.51,297.15
1117,293.53,285.64
1118,307.15,293.66
1119,299.27,296.18
1120,275.38,304.75
1121,275.89,311.75
1122,290.04,307.82
1123,315.28,302.64
1124,309.12,296.28
1125,303.35,312.68
1126,295.94,302.45
1127,298.89,281.96
1128,305.6,299.06
1129,296.23,304.71
1130,312.95,289.97
1131,315.09,301.84
1132,311.03,314.82
1133,294.08,296.99
1134,298.66,299.0
1135,299.4,299.09
1136,302.93,289.68
1137,285.89,294.67
1138,312.54,289.27
1139,291.1,296.44
1140,301.71,291.26
1141,300.59,309.02
1142,297.92,298.16
1143,311.64,307.86
1144,303.69,286.57
1145,309.05,299.07
1146,307.62,305.07
1147,293.18,306.27
1148,313.78,293.0
1149,311.85,298.2
1150,290.18,300.35
1151,297.5,295.78
1152,296.8,295.04
1153,303.22,304.52
1154,304.68,287.28
1155,323.24,280.96
1156,291.76,294.32
1157,296.98,302.14
1158,312.36,276.21
1159,311.91,312.92
1160,292.5,300.26
1161,308.15,305.16
1162,296.37,290.85
1163,306.43,298.9
1164,306.56,317.72
1165,317.38,318.14
1166,284.77,305.69
1167,292.22,296.58
1168,305.8,298.29
1169,289.4,312.72
1170,294.51,292.2
1171,309.42,289.97
1172,291.56,297.98
1173,294.18,308.52
1174,299.96,288.5
1175,285.2,302.89
1176,321.65,303.05
1177,288.76,300.61
1178,280.54,297.7
1179,298.77,308.61
1180,295.24,305.04
1181,307.92,284.45
1182,310.49,315.39
1183,285.01,303.75
1184,289.24,302.29
1185,289.8,295.47
1186,322.18,296.08
1187,298.94,273.53
1188,315.7,296.62
1189,300.79,304.92
1190,300.39,305.13
1191,285.68,292.04
1192,299.76,275.0
1193,310.34,287.42
1194,301.33,295.69
1195,304.2,311.77
1196,303.5,282.47
1197,324.48,299.0
1198,292.16,304.8
1199,307.65,305.12
1200,307.06,297.9
1201,307.23,270.72
1202,317.58,304.95
1203,294.47,300.15
1204,293.94,304.31
1205,301.9,289.31
1206,306.41,294.04
1207,287.43,314.14
1208,299.4,298.04
1209,295.07,298.92
1210,314.66,291.77
1211,315.93,311.75
1212,300.5,282.43
1213,310.21,293.8
1214,280.64,303.47
1215,295.72,298.74
1216,286.29,308.09
1217,297.92,303.48
1218,308.75,313.81
1219,294.23,296.99
1220,300.04,297.96
1221,319.69,302.15
1222,305.12,281.33
1223,327.93,313.7
1224,299.22,290.2
1225,281.55,310.94
1226,304.99,314.08
1227,297.68,309.77
1228,285.72,301.55
1229,291.2,293.16
1230,282.24,278.0
1231,320.59,305.31
1232,284.21,297.21
1233,319.14,317.02
1234,296.51,296.66
1235,301.06,306.02
1236,303.31,295.57
1237,310.12,304.03
1238,282.83,296.15
1239,301.68,297.96
1240,279.5,280.61
1241,304.1,292.45
1242,293.86,298.14
1243,297.05,312.62
1244,312.42,302.45
1245,281.79,287.29
1246,299.36,315.79
1247,304.81,303.29
1248,302.05,311.03
1249,319.83,290.51
1250,305.27,266.38
1251,289.17,291.89
1252,295.75,289.3
1253,298.24,302.39
1254,310.07,284.05
1255,308.29,290.65
1256,303.32,285.82
1257,304.66,301.09
1258,303.45,290.31
1259,304.09,313.72
1260,303.41,307.78
1261,319.61,308.34
1262,310.48,297.63
1263,309.36,302.24
1264,307.03,308.62
1265,307.96,291.26
1266,285.73,312.51
1267,305.13,299.11
1268,291.6,312.73
1269,318.28,322.78
1270,302.33,315.81
1271,302.99,288.97
1272,316.21,312.28
1273,291.64,296.73
1274,286.26,295.63
1275,304.24,297.54
1276,305.02,287.97
1277,306.11,302.39
1278,297.21,292.68
1279,303.37,311.27
1280,294.67,303.22
1281,285.98,273.63
1282,307.23,290.13
1283,301.17,289.63
1284,286.57,292.88
1285,285.32,293.15
1286,288.61,301.96
1287,303.69,298.25
1288,290.73,288.78
1289,302.93,304.29
1290,286.24,309.08
1291,297.43,299.96
1292,304.12,311.83
1293,291.36,304.23
1294,293.06,294.2
1295,286.59,295.87
1296,310.4,299.92
1297,295.09,305.27
1298,300.3,301.62
1299,282.21,309.79
1300,293.97,311.57
1301,300.52,289.66
1302,307.07,288.14
1303,300.77,298.82
1304,282.3,304.48
1305,299.5,309.08
1306,299.84,306.43
1307,303.92,306.13
1308,305.02,290.5
1309,290.73,303.69
1310,299.28,293.38
1311,306.32,304.09
1312,307.7,308.98
1313,290.72,293.13
1314,292.41,297.47
1315,302.45,324.71
1316,296.33,292.28
1317,297.12,294.81
1318,308.47,288.88
1319,301.49,285.39
1320,305.83,309.95
1321,306.14,293.07
1322,289.28,293.63
1323,307.38,291.81
1324,299.54,271.51
1325,283.9,307.46
1326,302.37,294.3
1327,302.36,299.36
1328,303.59,313.7
1329,294.83,298.41
1330,309.85,301.16
1331,292.21,301.65
1332,296.04,312.78
1333,310.83,286.27
1334,304.93,294.18
1335,302.32,277.91
1336,317.28,300.16
1337,297.66,306.39
1338,281.53,295.64
1339,302.18,320.14
1340,295.99,309.91
1341,296.56,319.81
1342,291.0,301.75
1343,289.71,318.4
1344,293.65,294.96
1345,303.92,304.39
1346,288.24,301.52
1347,304.93,296.0
1348,294.56,317.05
1349,301.53,313.7
1350,315.05,293.48
1351,295.26,307.44
1352,302.1,301.5
1353,298.65,302.16
1354,309.91,306.69
1355,284.94,295.57
1356,303.95,302.57
1357,295.06,303.7
1358,286.48,294.57
1359,290.7,295.56
1360,294.63,309.42
1361,301.61,301.02
